Year,Make,Model,Color,Trans,4x4,Top,Odometer,Price
2002,CHEVROLET,1500,BLACK,A,4X2,HT,266246,800.0
2016,CHEVROLET,1500 HGHCTRY,BLACK,A,4X4,HT,71784,30499.0
2013,CHEVROLET,1500 LT,BLACK,A,4X4,HT,100935,19500.0
2014,CHEVROLET,1500 LT,WHITE,A,4X4,HT,109480,21000.0
2014,CHEVROLET,1500 LT,WHITE,A,4X4,HT,105269,20250.0
2017,CHEVROLET,1500 LT,BLACK,A,4X4,HT,49176,33100.0
2018,CHEVROLET,1500 LT,BLACK,A,4X4,HT,23311,29500.0
2019,CHEVROLET,1500 LT TRLB,RED,A,4X4,SR,25708,43200.0
2016,CHEVROLET,1500 LTZ,BLACK,A,4X4,HT,88545,28500.0
2019,CHEVROLET,1500 CUST,WHITE,A,4X4,HT,13045,25000.0
2014,CHEVROLET,1500 LT,BLACK,A,4X4,HT,108807,16500.0
2016,CHEVROLET,1500 LT,BLACK,A,4X4,HT,65445,22900.0
2016,CHEVROLET,1500 LT,WHITE,A,4X4,HT,64994,25700.0
2018,CHEVROLET,1500 LT,WHITE,A,4X4,HT,16656,32300.0
2014,CHEVROLET,1500 LTZ,WHITE,A,4X4,HT,96808,23500.0
2013,CHEVROLET,1500 LT,GRAY,O,4X4,HT,107172,9800.0
2008,CHEVROLET,1500 1LT,GRAY,O,4X4,HT,129082,9700.0
2009,CHEVROLET,SUB LS,GOLD,O,4X4,HT,135790,3700.0
2016,CHEVROLET,SUB LT,BLACK,O,4X4,HT,133725,17200.0
2016,CHEVROLET,SUB LT,BLACK,A,4X4,NO,131730,18500.0
2008,CHEVROLET,2500 W/T,WHITE,O,4X2,HT,182599,4600.0
2013,CHEVROLET,2500 LT,BLUE,A,4X4,HT,70352,23900.0
2015,CHEVROLET,2500 LT,BLACK,A,4X4,HT,53681,34100.0
2019,CHEVROLET,3500 W/T,BLACK,O,4X4,HT,57546,41750.0
2007,CHRYSLER,ASPEN LTD,BLACK,A,AWD,SR,167776,900.0
2017,CHRYSLER,PACIF LX,GRAY,A,4X2,HT,105780,5400.0
2018,CHRYSLER,PACIF TRG L,BLUE,A,4X2,HT,10239,18200.0
2019,CHRYSLER,PACIF TRG L,GRAY,A,4X2,HT,44135,15400.0
2020,CHRYSLER,PAC TRG L,SILVER,A,4X2,HT,15187,22500.0
2020,CHRYSLER,PAC TRG L,RED,A,4X2,HT,19193,24750.0
2019,CHRYSLER,PACIF TRG L+,BLUE,A,4X2,HT,26255,26000.0
2019,CHRYSLER,PACIF TRG L+,BLACK,A,4X2,HT,26602,26000.0
2017,CHRYSLER,PACIF TRG-L,WHITE,A,4X2,HT,68082,15200.0
2017,CHRYSLER,PACIF TRG-L,BLACK,A,4X2,HT,40174,18000.0
2007,CHRYSLER,PACIFICA LTD,BLACK,A,AWD,SR,111081,2000.0
2007,CHRYSLER,PACIFICA TRG,TEAL,A,AWD,SR,158533,1000.0
2005,CHRYSLER,SEBRING TRG,SILVER,A,4X2,HT,159285,375.0
2014,CHRYSLER,TOWN&C TRG,GRAY,A,4X2,HT,112910,6500.0
2014,CHRYSLER,TOWN&C TRG,WHITE,A,4X2,HT,115914,6100.0
2009,CHRYSLER,TOWN&C TRG,TAN,A,4X2,HT,129277,2000.0
2010,CHRYSLER,TOWN&C TRG,SILVER,A,4X2,HT,110687,2700.0
2010,CHRYSLER,TOWN&C TRG,RED,A,4X2,HT,170862,1000.0
2011,CHRYSLER,TOWN&C TRG,SILVER,A,4X2,HT,150094,2800.0
2013,CHRYSLER,TOWN TRG,BLACK,A,4X2,HT,130428,5800.0
2015,CHRYSLER,TOWN TRG,BLUE,A,4X2,HT,46004,11300.0
2016,CHRYSLER,200 LTD,WHITE,A,4X2,HT,50095,3900.0
2016,CHRYSLER,200 LX,WHITE,A,4X2,HT,73366,8600.0
2015,CHRYSLER,200 S,BLUE,A,4X2,HT,55491,9250.0
2016,CHRYSLER,200 S,GREY,A,4X2,HT,15558,12900.0
2013,CHRYSLER,200 LTD,BROWN,A,4X2,HT,67605,4600.0
2011,CHRYSLER,200 TRG,MAROON,A,4X2,SR,123598,3100.0
2014,CHRYSLER,200 LX,BLUE,A,4X2,HT,90006,5200.0
2020,CHRYSLER,300 LTD,SILVER,A,AWD,SR,1318,20000.0
2008,CHRYSLER,300 TRG,BROWN,A,AWD,SR,140829,1400.0
2019,CHRYSLER,300 S,GRAY,A,AWD,HT,34309,16200.0
2006,CHRYSLER,300,WHITE,A,4X2,HT,68970,2100.0
2013,CHRYSLER,300,BLACK,A,4X2,HT,83290,8300.0
2013,CHRYSLER,300,WHITE,A,4X2,HT,45743,12400.0
2015,CHRYSLER,300 LTD,BLACK,A,4X2,HT,66403,10800.0
2019,CHRYSLER,300 LTD,RED,A,4X2,SR,26188,17600.0
2019,CHRYSLER,300 LTD,BLACK,A,4X2,HT,30940,17000.0
2019,CHRYSLER,300 LTD,WHITE,A,4X2,HT,39846,13500.0
2009,CHRYSLER,300 LX,GRAY,A,4X2,HT,124292,2200.0
2009,CHRYSLER,300 TRG,BLACK,A,4X2,SR,131122,1400.0
2019,CHRYSLER,300 S,GRAY,A,4X2,HT,34958,19300.0
2019,CHRYSLER,300 S,RED,A,4X2,HT,31782,17400.0
2016,CHRYSLER,300 S ALLOY,BLACK,A,4X2,PN,42565,14500.0
2005,CHRYSLER,300 C,BLUE,A,4X2,SR,154942,1400.0
2008,DODGE,AVENG SE,BLUE,A,4X2,HT,154054,1000.0
2007,DODGE,CALIB R/T,RED,A,AWD,HT,100905,1400.0
2018,DODGE,CHAL GT,RED,A,AWD,SR,27331,24800.0
2019,DODGE,CHAL SXT,WHITE,A,4X2,HT,17153,16200.0
2017,DODGE,CHAL SXT+,BLACK,A,4X2,SR,24588,25600.0
2020,DODGE,CHAL R/T,WHITE,A,4X2,HT,17490,26200.0
2020,DODGE,CHAL R/T,GREEN,A,4X2,HT,2822,28250.0
2020,DODGE,CHAL R/T S/P,ORANGE,A,4X2,HT,12553,37500.0
2018,DODGE,CHAL S/P SHK,GRAY,A,4X2,HT,24262,35900.0
2008,DODGE,CHAL SRT8,ORANGE,A,4X2,SR,2075,26000.0
2018,DODGE,CHAR GT,WHITE,A,AWD,HT,1665,20800.0
2014,DODGE,CHAR SE,GRAY,A,4X2,HT,63581,8900.0
2015,DODGE,CHAR SE,BLACK,A,4X2,HT,63121,12900.0
2009,DODGE,CHAR SXT,BLACK,A,4X2,HT,116387,5500.0
2017,DODGE,CHAR SXT,WHITE,A,4X2,SR,14443,24600.0
2019,DODGE,CHAR SXT,BLACK,A,4X2,HT,28061,17300.0
2014,DODGE,CHAR RT MAX,BLACK,A,4X2,SR,60558,14475.0
2017,DODGE,CHAR R/T S/P,BLACK,A,4X2,HT,30880,33600.0
2019,DODGE,CHAR SCAT P,GRAY,A,4X2,HT,6913,38000.0
2013,DODGE,DART AERO,RED,A,4X2,HT,101896,2900.0
2013,DODGE,DART LTD,BLACK,A,4X2,HT,116760,3300.0
2015,DODGE,DART SXT,BLUE,A,4X2,HT,54876,5500.0
2016,DODGE,DART SXT,RED,A,4X2,HT,65657,8200.0
2017,DODGE,DURAN GT,SILVER,A,AWD,SR,33351,28000.0
2017,DODGE,DURAN GT,GRAY,A,AWD,SR,39645,27500.0
2017,DODGE,DURAN GT,WHITE,A,AWD,SR,32406,29000.0
2017,DODGE,DURAN GT,WHITE,A,AWD,SR,30688,28600.0
2017,DODGE,DURAN GT,BLACK,A,AWD,SR,55448,24500.0
2014,DODGE,DURAN SXT,BLUE,A,AWD,HT,76552,9600.0
2013,DODGE,DURAN R/T,BLACK,A,AWD,SR,115167,11250.0
2015,DODGE,DURAN R/T,WHITE,A,AWD,SR,71582,23500.0
2020,DODGE,DURAN R/T,BLACK,A,AWD,SR,8865,41000.0
2006,DODGE,GRAND C SE,SILVER,A,4X2,HT,94927,1400.0
2012,DODGE,GRAND CARAVA,GRAY,A,4X2,HT,90678,5600.0
2019,DODGE,GRAND CARAVA,WHITE,A,4X2,HT,15507,15900.0
2015,DODGE,GRAND A VAL,WHITE,A,4X2,HT,89464,5800.0
2019,DODGE,GRAND C GT,WHITE,A,4X2,HT,32220,12200.0
2012,DODGE,GRAND C SE,WHITE,A,4X2,HT,14153,12200.0
2015,DODGE,GRAND C SXT,GRAY,A,4X2,HT,117713,4300.0
2019,DODGE,GRAND C SXT,RED,A,4X2,HT,20541,14600.0
2017,DODGE,JOUR CROSS+,BLACK,A,AWD,HT,47614,15200.0
2019,DODGE,JOUR CROSS,BLACK,A,AWD,HT,15073,18800.0
2014,DODGE,JOUR LTD,BROWN,A,AWD,HT,67963,10500.0
2017,DODGE,JOUR SE,GRAY,A,AWD,HT,25483,14200.0
2012,DODGE,JOUR SXT,WHITE,A,AWD,HT,91815,7400.0
2016,DODGE,JOUR SXT,BLACK,A,AWD,HT,70505,10250.0
2016,DODGE,JOUR SXT,BLACK,A,AWD,HT,61316,11500.0
2017,DODGE,JOUR SXT,BLACK,A,AWD,HT,72615,8700.0
2009,DODGE,JOUR SXT,TAN,A,4X2,HT,102505,3200.0
2015,DODGE,JOUR SXT,GRAY,A,4X2,HT,79741,7600.0
2014,DODGE,JOUR SE,GRAY,A,4X2,HT,75735,7100.0
2018,DODGE,JOUR SE,BLUE,A,4X2,HT,48421,12600.0
2018,DODGE,JOUR SE,GRAY,A,4X2,HT,39599,12600.0
2008,DODGE,NITRO SXT,GRAY,A,4X4,HT,142609,1200.0
2014,DODGE,RAM,BLUE,A,4X4,HT,74593,12000.0
2006,DODGE,RAM15 ST,SILVER,A,4X2,HT,138771,3100.0
2002,DODGE,RAM 1500,BLACK,A,4X4,HT,188998,1800.0
2004,DODGE,RAM15 SLT,BLACK,A,4X4,HT,100906,6300.0
2005,DODGE,RAM15 SLT,BLACK,A,4X4,HT,107490,3400.0
2007,DODGE,RAM15 SLT,RED,A,4X4,HT,152664,5200.0
2008,DODGE,RAM15 SLT,RED,A,4X4,HT,210114,2300.0
2010,DODGE,RAM15 ST,GOLD,A,4X4,HT,108458,8200.0
2017,FIAT,500X TREK,GRAY,A,AWD,HT,28864,8000.0
2017,FORD,C-MAX SE HY,WHITE,A,4X2,HT,36030,11800.0
2016,FORD,C-MAX SEL,GRAY,A,4X2,HT,40082,5000.0
2016,FORD,C-MAX SEL,BLACK,A,4X2,HT,38631,10300.0
2019,FORD,ECOSPORT SE,GRAY,A,4X2,SR,7297,14700.0
2018,FORD,ECOSPORT TTN,GRAY,A,4X4,SR,25135,2100.0
2008,FORD,EDGE LTD,WHITE,A,AWD,MR,121603,4600.0
2010,FORD,EDGE SEL,WHITE,A,AWD,PN,145938,4200.0
2017,FORD,EDGE SE,GRAY,A,AWD,HT,34230,14000.0
2017,FORD,EDGE SE,GRAY,A,AWD,HT,26529,17600.0
2016,FORD,EDGE SEL,RED,A,AWD,HT,39130,18300.0
2016,FORD,EDGE SEL,SILVER,A,AWD,PN,23783,16600.0
2017,FORD,EDGE SEL,WHITE,A,AWD,PN,24444,23100.0
2019,FORD,EDGE SEL,GREEN,A,AWD,HT,21650,24500.0
2019,FORD,EDGE SEL,RED,A,AWD,HT,15498,25500.0
2019,FORD,EDGE SEL,WHITE,A,AWD,HT,19289,24000.0
2019,FORD,EDGE SEL,BLUE,A,AWD,HT,22392,24400.0
2019,FORD,EDGE SEL,GRAY,A,AWD,HT,3424,26700.0
2017,FORD,EDGE SPT,BLACK,A,AWD,PN,16685,24000.0
2019,FORD,EDGE ST,BLUE,A,AWD,PN,7956,33400.0
2019,FORD,EDGE ST,BLACK,A,AWD,PN,43340,29200.0
2017,FORD,EDGE TTN,RED,A,AWD,PN,27578,24100.0
2017,FORD,EDGE TTN,GOLD,A,AWD,PN,30550,22100.0
2019,FORD,EDGE TTN,RED,A,AWD,HT,16209,27500.0
2019,FORD,EDGE TTN,WHITE,A,AWD,PN,16371,28700.0
2013,FORD,EDGE SEL,SILVER,A,AWD,PN,73381,11800.0
2013,FORD,EDGE SEL,WHITE,A,AWD,PN,156600,4200.0
2017,FORD,EDGE SE,GRAY,A,4X2,HT,42813,14100.0
2012,FORD,EDGE SE,BLACK,A,4X2,HT,135475,3500.0
2011,FORD,EDGE SEL,BLACK,A,4X2,HT,169004,3400.0
2020,FORD,ESCAP TTN,BLACK,A,AWD,HT,17528,26000.0
2012,FORD,ESCAP XLT,WHITE,A,4X2,HT,88616,6300.0
2015,FORD,ESCAP S,SILVER,A,4X2,HT,99273,5200.0
2016,FORD,ESCAP S,SILVER,A,4X2,HT,223876,5100.0
2017,FORD,ESCAP S,BLACK,A,4X2,HT,23515,12600.0
2018,FORD,ESCAP S,WHITE,A,4X2,HT,31628,12700.0
2016,FORD,ESCAP SE,SILVER,A,4X2,HT,94382,8500.0
2017,FORD,ESCAP SE,GRAY,A,4X2,HT,118571,7600.0
2018,FORD,ESCAP SE,WHITE,A,4X2,HT,94965,10500.0
2018,FORD,ESCAP SE,GOLD,A,4X2,PN,41636,13500.0
2020,FORD,ESCAP SEL,GRAY,A,4X2,HT,4613,21700.0
2010,FORD,ESCAP XLT,TAN,A,4X2,SR,121806,2700.0
2010,FORD,ESCAP XLT,BLUE,A,4X2,HT,141168,500.0
2012,FORD,ESCAPE XLT,BLUE,A,4X4,HT,100649,6500.0
2012,FORD,ESCAPE XLT,BLACK,A,4X4,HT,150157,2900.0
2008,FORD,ESCAP LTD,RED,A,4X4,SR,84895,1600.0
2013,FORD,ESCAP SE,SILVER,A,4X4,PN,129593,5100.0
2014,FORD,ESCAP SE,WHITE,A,4X4,HT,97934,9200.0
2014,FORD,ESCAP SE,GRAY,A,4X4,HT,39740,12800.0
2014,FORD,ESCAP SE,GRAY,A,4X4,PN,125856,2900.0
2015,FORD,ESCAP SE,GRAY,A,4X4,HT,42532,10300.0
2016,FORD,ESCAP SE,WHITE,A,4X4,HT,110191,4200.0
2017,FORD,ESCAP SE,SILVER,A,4X4,HT,14841,16800.0
2017,FORD,ESCAP SE,BLUE,A,4X4,HT,33041,15500.0
2017,FORD,ESCAP SE,GRAY,A,4X4,HT,33606,14700.0
2017,FORD,ESCAP SE,GOLD,A,4X4,HT,42012,12400.0
2017,FORD,ESCAP SE,WHITE,A,4X4,PN,35107,14000.0
2017,FORD,ESCAP SE,SILVER,A,4X4,PN,33283,16600.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,19638,14200.0
2017,FORD,ESCAP SE,TAN,A,4X4,PN,26033,14900.0
2017,FORD,ESCAP SE,SILVER,A,4X4,PN,103721,8300.0
2017,FORD,ESCAP SE,GRAY,A,4X4,HT,25914,13900.0
2017,FORD,ESCAP SE,BLACK,A,4X4,PN,42995,12100.0
2017,FORD,ESCAP SE,RED,A,4X4,HT,33462,13200.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,16805,13600.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,40931,12500.0
2017,FORD,ESCAP SE,WHITE,A,4X4,PN,39620,12600.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,44391,11800.0
2017,FORD,ESCAP SE,RED,A,4X4,HT,32847,13900.0
2017,FORD,ESCAP SE,SILVER,A,4X4,HT,43350,13000.0
2017,FORD,ESCAP SE,WHITE,A,4X4,HT,29317,16000.0
2017,FORD,ESCAP SE,WHITE,A,4X4,PN,38697,14700.0
2017,FORD,ESCAP SE,GRAY,A,4X4,HT,44446,13900.0
2017,FORD,ESCAP SE,GRAY,A,4X4,PN,14962,18800.0
2017,FORD,ESCAP SE,GRAY,A,4X4,PN,18452,17100.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,25317,16400.0
2017,FORD,ESCAP SE,SILVER,A,4X4,HT,15564,17300.0
2017,FORD,ESCAP SE,BLACK,A,4X4,HT,39494,14800.0
2017,FORD,ESCAP SE,RED,A,4X4,HT,14345,15900.0
2017,FORD,ESCAP SE,WHITE,A,4X4,HT,71771,11400.0
2018,FORD,ESCAP SE,BLUE,A,4X4,HT,38259,13500.0
2018,FORD,ESCAP SE,RED,A,4X4,HT,44099,7000.0
2018,FORD,ESCAP SE,BLACK,A,4X4,HT,20894,14500.0
2018,FORD,ESCAP SE,BLACK,A,4X4,HT,31528,13600.0
2019,FORD,ESCAP SE,GREEN,A,4X4,HT,25306,17200.0
2018,FORD,ESCAP SEL,GRAY,A,4X4,HT,48651,11000.0
2019,FORD,ESCAP SEL,SILVER,A,4X4,HT,12509,19700.0
2019,FORD,ESCAP SEL,SILVER,A,4X4,HT,4224,20500.0
2019,FORD,ESCAP SEL,BLACK,A,4X4,HT,17462,19500.0
2019,FORD,ESCAP SEL,ORANGE,A,4X4,PN,20764,19200.0
2019,FORD,ESCAP SEL,BLACK,A,4X4,HT,21908,18400.0
2016,FORD,ESCAP TTN,GRAY,A,4X4,PN,63404,13200.0
2017,FORD,ESCAP TTN,BLACK,A,4X4,HT,31078,13000.0
2017,FORD,ESCAP TTN,GRAY,A,4X4,PN,33229,18700.0
2017,FORD,ESCAP TTN,BLUE,A,4X4,HT,28314,14600.0
2017,FORD,ESCAP TTN,BLACK,A,4X4,PN,35948,17200.0
2017,FORD,ESCAP TTN,BLACK,A,4X4,PN,25436,16900.0
2017,FORD,ESCAP TTN,BLACK,A,4X4,PN,17019,19000.0
2017,FORD,ESCAP TTN,RED,A,4X4,PN,30768,17500.0
2017,FORD,ESCAP TTN,BLACK,A,4X4,PN,39832,16400.0
2017,FORD,ESCAP TTN,GOLD,A,4X4,HT,26835,16500.0
2017,FORD,ESCAP TTN,WHITE,A,4X4,HT,19263,17700.0
2017,FORD,ESCAP TTN,SILVER,A,4X4,HT,33256,16700.0
2017,FORD,ESCAP TTN,RED,A,4X4,PN,37457,16900.0
2017,FORD,ESCAP TTN,GOLD,A,4X4,HT,28038,16800.0
2017,FORD,ESCAP TTN,WHITE,A,4X4,PN,25437,17800.0
2018,FORD,ESCAP TTN,BLUE,A,4X4,PN,40795,15700.0
2010,FORD,ESCAP XLT,SILVER,A,4X4,SR,155907,2600.0
2001,FORD,EXC LTD,WHITE,A,4X4,HT,156450,3200.0
2020,FORD,EXPED M LTD,WHITE,A,4X2,SR,35483,41500.0
2019,FORD,EXPED M XLT,SILVER,A,4X4,HT,39174,34000.0
2019,FORD,EXPE LTD,GRAY,A,4X4,PN,15280,50000.0
2019,FORD,EXPE XLT,BLACK,A,4X4,HT,35562,38000.0
2019,FORD,EXPE XLT,RED,A,4X4,PN,30617,42500.0
2003,FORD,EXPE E/B,BLUE,A,4X4,SR,149782,800.0
2008,FORD,EXPED XLT,WHITE,A,4X4,HT,136679,1400.0
2015,FORD,EXPED EL XLT,WHITE,A,4X4,HT,114151,15400.0
2014,FORD,EXPL XLT,BLACK,A,4X2,HT,78903,13000.0
2018,FORD,EXPL XLT,SILVER,A,4X2,HT,44795,23000.0
2017,FORD,EXPL,SILVER,A,4X4,HT,35500,20700.0
2012,FORD,EXPLORER LTD,BLACK,A,4X4,HT,68535,13900.0
2013,FORD,EXPLORER LTD,BLACK,A,4X4,DS,136021,11400.0
2015,FORD,EXPL LTD,GRAY,A,4X4,HT,103952,12100.0
2017,FORD,EXPL LTD,GOLD,A,4X4,PN,21163,27700.0
2016,FORD,EXPL PLAT,BLACK,A,4X4,PN,51590,18500.0
2018,FORD,EXPL PLAT,WHITE,A,4X4,SR,17392,36700.0
2020,FORD,EXPL PLAT,WHITE,A,4X4,PN,2071,48200.0
2017,FORD,EXPL SPT,BLACK,A,4X4,MR,39370,29400.0
2017,FORD,EXPL SPT,BLACK,A,4X4,MR,28077,30000.0
2017,FORD,EXPL SPT,BLACK,A,4X4,PN,51207,25700.0
2017,FORD,EXPL SPT,SILVER,A,4X4,PN,23153,30200.0
2017,FORD,EXPL SPT,SILVER,A,4X4,MR,54532,25700.0
2017,FORD,EXPL SPT,BLACK,A,4X4,PN,42696,23800.0
2017,FORD,EXPL SPT,GRAY,A,4X4,PN,75470,23700.0
2017,FORD,EXPL SPT,GRAY,A,4X4,PN,30200,28500.0
2017,FORD,EXPL SPT,WHITE,A,4X4,PN,30874,29900.0
2017,FORD,EXPL SPT,WHITE,A,4X4,PN,42320,28400.0
2018,FORD,EXPL SPT,BLACK,A,4X4,PN,25070,32700.0
2018,FORD,EXPL SPT,BLACK,A,4X4,PN,21650,33000.0
2002,FORD,EXPL XLT,SILVER,A,4X4,HT,263375,375.0
2012,FORD,EXPLORER XLT,WHITE,A,4X4,PN,129424,10600.0
2013,FORD,EXPLORER XLT,GREEN,A,4X4,HT,98006,12600.0
2014,FORD,EXPL XLT,GRAY,A,4X4,HT,86346,12200.0
2016,FORD,EXPL XLT,GRAY,A,4X4,HT,49654,16600.0
2016,FORD,EXPL XLT,BLUE,A,4X4,HT,52544,16900.0
2017,FORD,EXPL XLT,GRAY,A,4X4,PN,57654,22600.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,28075,23000.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,39815,21000.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,56065,21600.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,40053,21600.0
2017,FORD,EXPL XLT,RED,A,4X4,HT,48539,21500.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,67992,18100.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,31820,22700.0
2017,FORD,EXPL XLT,SILVER,A,4X4,PN,24309,24500.0
2017,FORD,EXPL XLT,RED,A,4X4,PN,26204,25300.0
2017,FORD,EXPL XLT,GRAY,A,4X4,HT,56487,22400.0
2017,FORD,EXPL XLT,WHITE,A,4X4,HT,51459,18000.0
2017,FORD,EXPL XLT,BLACK,A,4X4,PN,23527,26600.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,30038,17600.0
2017,FORD,EXPL XLT,BLUE,A,4X4,PN,30127,24600.0
2017,FORD,EXPL XLT,WHITE,A,4X4,HT,35938,24600.0
2017,FORD,EXPL XLT,BLACK,A,4X4,PN,40402,20300.0
2017,FORD,EXPL XLT,BLACK,A,4X4,HT,43220,20700.0
2017,FORD,EXPL XLT,WHITE,A,4X4,HT,27463,25200.0
2017,FORD,EXPL XLT,BLUE,A,4X4,PN,35338,25000.0
2017,FORD,EXPL XLT,WHITE,A,4X4,HT,33430,25600.0
2017,FORD,EXPL XLT,WHITE,A,4X4,PN,29314,25000.0
2017,FORD,EXPL XLT,SILVER,A,4X4,HT,29067,24500.0
2017,FORD,EXPL XLT,GOLD,A,4X4,PN,33272,25600.0
2017,FORD,EXPL XLT,GRAY,A,4X4,PN,47142,24200.0
2018,FORD,EXPL XLT,WHITE,A,4X4,HT,39527,23000.0
2018,FORD,EXPL XLT,BLUE,A,4X4,PN,27708,26500.0
2018,FORD,EXPL XLT,GRAY,A,4X4,HT,56361,21900.0
2018,FORD,EXPL XLT,WHITE,A,4X4,HT,19867,30900.0
2019,FORD,EXPL XLT,GRAY,A,4X4,HT,33477,21800.0
2017,FORD,EXPL,BLACK,A,4X4,HT,58589,15600.0
2017,FORD,EXPL LTD,WHITE,A,4X4,HT,48721,24400.0
2017,FORD,EXPL LTD,BLACK,A,4X4,MR,38178,23700.0
2016,FORD,EXPL XLT,BLACK,A,4X4,PN,86132,15200.0
2017,FORD,EXPL XLT,BLUE,A,4X4,PN,31256,21900.0
2017,FORD,EXPL XLT,GRAY,A,4X4,HT,46543,21600.0
2017,FORD,EXPL XLT,GRAY,A,4X4,HT,37571,22300.0
2017,FORD,EXPL XLT,WHITE,A,4X4,PN,35538,23600.0
2017,FORD,EXPL XLT,BLACK,A,4X4,PN,24585,23000.0
2017,FORD,EXPL XLT,BLACK,A,4X4,PN,26879,24100.0
2017,FORD,EXPL XLT,SILVER,A,4X4,MR,59075,20000.0
2013,FORD,E150 COMM,WHITE,A,4X2,HT,96324,7900.0
2005,FORD,E150 CARGO,WHITE,A,4X2,HT,84601,1700.0
2005,FORD,E150 CARGO,WHITE,A,4X2,HT,68889,800.0
2012,FORD,E150 COM,WHITE,A,4X2,HT,149235,4900.0
2006,FORD,E250 RECRTN,MAROON,A,4X2,NO,203920,1700.0
2008,FORD,E350 COM CUT,WHITE,A,4X2,HT,8133,7300.0
2012,FORD,E350 EXT XLT,WHITE,A,4X2,HT,164219,5000.0
2019,FORD,FIESTA SE,WHITE,A,4X2,HT,29649,6200.0
2019,FORD,FIESTA SE,BLACK,A,4X2,HT,9054,11200.0
2014,FORD,FIESTA TTN,SILVER,A,4X2,SR,92101,3900.0
2007,FORD,FIVE HUN LTD,RED,A,4X2,SR,103097,2200.0
2012,FORD,FLEX SEL,SILVER,A,AWD,MR,116372,5900.0
2019,FORD,FLEX SEL,WHITE,A,AWD,HT,22155,23300.0
2019,FORD,FLEX SEL,GRAY,A,AWD,HT,19925,23600.0
2010,FORD,FOCUS S,BLACK,A,4X2,HT,63415,1900.0
2010,FORD,FOCUS SE,SILVER,A,4X2,HT,131510,2000.0
2012,FORD,FOCUS SE,BLUE,A,4X2,HT,74989,3200.0
2012,FORD,FOCUS SE,WHITE,A,4X2,HT,75258,2000.0
2013,FORD,FOCUS SE,SILVER,A,4X2,SR,38949,6700.0
2009,FORD,FOCUS SES,SILVER,A,4X2,SR,126195,1600.0
2014,FORD,FOC TTN,BLUE,A,4X2,SR,50169,8700.0
2018,FORD,FOC SE,GRAY,A,4X2,HT,46252,9200.0
2016,FORD,FOC S,GRAY,A,4X2,HT,91432,4600.0
2016,FORD,FOC S,GRAY,5,4X2,HT,81145,4800.0
2016,FORD,FOC SE,GRAY,A,4X2,HT,68873,8000.0
2017,FORD,FOC SE,BLACK,A,4X2,HT,35611,10900.0
2017,FORD,FOC SE,WHITE,A,4X2,HT,37739,11100.0
2017,FORD,FOC SE,GRAY,A,4X2,HT,12403,12600.0
2017,FORD,FOC SE,SILVER,A,4X2,HT,20423,10100.0
2017,FORD,FOC SE,SILVER,A,4X2,HT,11734,10200.0
2018,FORD,FOC SE,GOLD,A,4X2,HT,3447,13400.0
2017,FORD,FOC SEL,BLACK,A,4X2,SR,35179,12700.0
2017,FORD,FOC TTN,BLACK,A,4X2,SR,23695,8100.0
2017,FORD,FUS SPT,BLACK,A,AWD,SR,41616,16000.0
2017,FORD,FUS PLAT,SILVER,A,AWD,SR,9358,19805.0
2017,FORD,FUS SE,WHITE,A,AWD,SR,30389,15500.0
2017,FORD,FUS SE,GRAY,A,AWD,HT,18956,16200.0
2017,FORD,FUS SE,SILVER,A,AWD,SR,16937,16300.0
2019,FORD,FUS SE,BLUE,A,AWD,HT,18269,17900.0
2017,FORD,FUS TTN,BLACK,A,AWD,SR,55669,13700.0
2018,FORD,FUS TTN,BLACK,A,AWD,HT,33653,14200.0
2017,FORD,FUS SE LUX,SILVER,A,4X2,SR,56452,8100.0
2017,FORD,FUS SE LUX,GRAY,A,4X2,HT,33634,11700.0
2017,FORD,FUS SE LUX,GRAY,A,4X2,HT,45208,9400.0
2017,FORD,FUS SE LUX,WHITE,A,4X2,SR,17829,13200.0
2017,FORD,FUS SE LUX,WHITE,A,4X2,HT,34395,11700.0
2013,FORD,FUS TTN,WHITE,A,4X2,HT,135961,4500.0
2019,FORD,FUS TTN,SILVER,A,4X2,HT,23568,17000.0
2019,FORD,FUS TTN,BLUE,A,4X2,HT,20679,17000.0
2012,FORD,FUSION SE,SILVER,A,4X2,SR,110131,3200.0
2017,FORD,FUS TTN HY,GRAY,A,4X2,SR,62022,12300.0
2010,FORD,FUSION HY,BLACK,A,4X2,SR,139452,1900.0
2008,FORD,FUSION SE,SILVER,A,4X2,HT,63775,2000.0
2011,FORD,FUSION SE,BLACK,A,4X2,SR,86521,5800.0
2012,FORD,FUSION SE,WHITE,A,4X2,HT,94899,5600.0
2012,FORD,FUSION SE,BLUE,A,4X2,SR,170806,375.0
